10,10,0,250.000000
12,10,0,249.998400
14,11,0,249.996600
16,11,0,249.994700
17,11,0,249.992750
21,11,0,249.990600
23,11,0,249.988350
25,12,0,249.985900
29,13,0,249.983150
34,14,0,249.980050
32,15,9,249.976500
43,16,7,249.466107
54,17,8,248.981649
68,19,6,248.634066
85,19,10,248.301951
110,19,11,247.933142
141,21,12,247.580252
187,23,15,247.241928
239,25,16,246.922328
304,27,23,246.614582
384,30,29,246.318803
496,34,42,246.028495
623,37,48,245.744109
782,41,63,245.462365
962,46,85,245.247389
1161,55,109,225.052926
1348,60,141,224.853974
1581,72,180,224.757096
1806,81,219,224.020173
2047,95,292,223.297411
2315,115,337,219.394180
2556,125,442,218.165212
2808,142,538,216.966724
3044,173,667,215.767649
3250,196,814,214.536233
2996,196,776,213.321821
2812,216,868,210.602499
2687,238,908,207.825422
2573,270,1018,205.017525
2429,305,1180,202.227920
2265,331,1324,199.485906
2012,368,1578,196.671427
1723,418,1752,193.911401
1392,467,2019,191.037237
1395,513,1970,188.038636
1336,570,2057,185.164984
1277,614,2068,182.407006
1171,677,2140,179.728837
1058,744,2197,177.118615
976,813,2220,174.594787
915,886,2220,172.085727
848,978,2239,169.652016
787,1043,2252,167.312012
713,1114,2287,165.030316
614,1198,2312,162.874854
530,1301,2319,160.786088
476,1416,2340,158.723916
413,1472,2347,156.707237
364,1571,2318,154.762362
314,1673,2314,152.882750
282,1789,2306,151.071957
239,1946,2285,149.333895
200,2019,2271,147.672331
172,2148,2283,146.004082
146,2249,2260,144.418484
102,2357,2260,142.871724
85,2460,2244,141.360407
65,2588,2234,139.898289
49,2730,2217,138.501128
39,2867,2198,137.148040
26,3031,2226,135.819666
20,3232,2180,134.520727
13,3498,2206,133.240366
9,3791,2231,131.973031
6,4114,2228,130.707164
3,4496,2242,129.442473
2,4888,2275,128.175287
1,5340,2326,126.896218
1,5797,2347,125.606748
1,6284,2389,124.298470
1,6757,2477,122.966843
1,7192,2564,121.612159
0,7727,2593,120.233550
0,8249,2621,118.823964
0,8769,2682,117.385059
0,9244,2743,115.919169
0,9775,2785,114.421732
0,10331,2816,112.878398
0,10691,2999,111.298831
0,11108,2966,109.708349
0,11531,2997,108.089337
0,11944,3038,106.439424
0,12287,3079,104.769907
0,12655,3089,103.080256
0,12853,3234,101.356340
0,13151,3096,99.631753
0,13474,3118,97.847241
0,13707,3186,96.047793
0,13864,3156,94.252278
0,14040,3131,92.447770
0,14184,3207,90.633980
0,14273,3174,88.793937
0,14367,3011,86.969660
0,13775,2863,85.216064
0,12884,2546,83.560388
0,12189,2273,81.996002
0,11507,2198,80.498333
0,11068,2126,79.047355
0,10509,1968,77.669514
0,10169,1913,76.334220
0,9907,1916,75.016378
0,9505,1842,73.757168
0,9271,1753,72.552184
0,9019,1758,71.368405
0,8804,1697,70.222435
0,8569,1660,69.104330
0,8359,1601,68.019073
0,8119,1559,66.963318
0,7936,1480,65.939743
0,7734,1448,64.940490
0,7534,1417,63.973003
0,7351,1303,63.038729
0,7177,1271,62.130658
0,7058,1223,61.250236
0,6930,1187,60.390112
0,6833,1128,59.542505
0,6698,1107,58.714287
0,6600,1056,57.905595
0,6492,1042,57.118665
0,6393,1007,56.350499
0,6331,942,55.600413
0,6234,997,54.856350
0,6179,944,54.124053
0,6089,962,53.398653
0,6021,960,52.658486
0,5933,995,51.913256
0,5834,988,51.173208
0,5735,1025,50.398287
0,5633,1033,49.629247
0,5528,1048,48.877120
0,5416,1103,48.054511
0,5303,1145,47.205319
0,5122,1211,46.348105
0,4943,1267,45.471454
0,4776,1323,44.571090
0,4585,1404,43.673110
0,4390,1454,42.755124
0,4188,1516,41.851273
0,3979,1557,40.945413
0,3758,1653,40.040973
0,3571,1700,39.129901
0,3397,1772,38.204450
0,3311,1739,37.302112
0,3222,1751,36.421055
0,3165,1694,35.583358
0,3158,1675,34.770354
0,3137,1699,33.946786
0,3162,1671,33.141649
0,3139,1700,32.361972
0,3133,1711,31.596350
0,3126,1723,30.833664
0,3086,1741,30.084935
0,3074,1748,29.343912
0,3043,1781,28.602267
0,3047,1774,27.870582
0,3022,1808,27.148629
0,2967,1803,26.445385
0,2963,1811,25.755481
0,2963,1810,25.080760
0,2962,1824,24.421246
0,2941,1823,23.783047
0,2962,1824,23.154145
0,2959,1842,22.522532
0,2974,1832,21.904566
0,2939,1857,21.289768
0,2924,1880,20.682245
0,2867,1856,20.091255
0,2834,1870,19.510597
0,2796,1838,18.940991
0,2774,1856,18.378102
0,2764,1858,17.824343
0,2729,1881,17.280666
0,2686,1865,16.754449
0,2656,1832,16.241994
0,2631,1861,15.739460
0,2623,1813,15.247294
0,2602,1829,14.752177
0,2560,1798,14.269407
0,2500,1838,13.791367
0,2443,1813,13.315807
0,2424,1803,12.829578
0,2376,1818,12.355296
0,2352,1765,11.891946
0,2300,1763,11.433823
0,2233,1771,10.990789
0,2172,1755,10.564697
0,2149,1711,10.148233
0,2085,1744,9.739230
0,2038,1711,9.348094
0,1995,1703,8.963456
0,1917,1713,8.592028
0,1885,1659,8.237033
0,1844,1653,7.885188
0,1790,1653,7.541664
0,1733,1625,7.213263
0,1683,1610,6.896625
0,1613,1581,6.591126
0,1594,1507,6.297107
0,1551,1520,6.004366
0,1494,1499,5.724843
0,1454,1464,5.456020
0,1406,1428,5.196648
0,1361,1398,4.947815
0,1302,1376,4.709392
0,1291,1295,4.482000
0,1253,1306,4.253677
0,1244,1261,4.029936
0,1212,1261,3.812025
0,1208,1227,3.600980
0,1185,1217,3.393875
0,1140,1203,3.193708
0,1091,1182,3.002111
0,1053,1153,2.819014
0,980,1159,2.644573
0,930,1099,2.481484
0,875,1056,2.326316
0,814,1004,2.181711
0,770,971,2.045853
0,742,939,1.914409
0,693,909,1.789201
0,635,859,1.673676
0,598,822,1.564417
0,558,770,1.462734
0,550,706,1.368938
0,530,675,1.275306
0,514,656,1.188120
0,482,625,1.103627
0,462,582,1.026233
0,433,551,0.953100
0,414,511,0.884116
0,391,486,0.818363
0,392,433,0.759013
0,377,420,0.698769
0,362,404,0.643363
0,339,388,0.589767
0,327,352,0.541304
0,294,360,0.492993
0,281,315,0.451909
0,257,311,0.411282
0,230,293,0.375373
0,210,262,0.343183
0,194,242,0.314578
0,179,215,0.288681
0,179,195,0.264444
0,171,179,0.239989
0,166,168,0.217393
0,158,152,0.196356
0,137,150,0.176549
0,128,122,0.159819
0,126,101,0.144619
0,112,103,0.128934
0,103,80,0.116351
0,100,74,0.103630
0,89,75,0.091307
0,83,59,0.080969
